"carat","clarity","color","cut","price"
0.3,"VVS2","G","Ideal",684
1.54,"SI2","G","Ideal",9193
1,"SI1","D","Ideal",4861
0.32,"VS1","G","Very Good",645
0.62,"VVS2","G","Ideal",2548
0.4,"VS2","G","Ideal",804
1.77,"SI2","G","Premium",9664
0.32,"SI2","G","Premium",540
0.3,"VS1","F","Ideal",621
1.18,"SI1","H","Ideal",6440
1.5,"VS2","I","Very Good",9960
0.7,"SI1","F","Ideal",2700
1.16,"VS1","G","Ideal",9248
1.01,"SI2","H","Ideal",4131
0.6,"SI2","E","Very Good",1250
0.58,"SI1","E","Ideal",1636
0.36,"SI1","E","Very Good",615
1.55,"SI1","J","Ideal",7987
1.01,"VS1","I","Ideal",3991
1.07,"SI2","E","Ideal",4799
0.41,"SI2","G","Ideal",836
1.01,"SI1","D","Very Good",5122
1.31,"VS2","H","Premium",6368
0.7,"VS2","F","Ideal",2676
1.23,"VS2","H","Premium",6150
0.31,"SI2","D","Good",593
0.81,"SI1","H","Very Good",2936
1.25,"SI1","J","Ideal",4764
1.51,"VS2","J","Good",7476
1.7,"VS2","G","Very Good",15259
1.12,"SI1","H","Premium",4994
1.01,"VS1","G","Very Good",6239
1.05,"VS1","E","Ideal",7762
0.32,"IF","E","Ideal",1095
0.59,"SI1","H","Premium",1265
0.41,"SI1","G","Ideal",788
1.29,"SI1","H","Premium",6588
0.44,"VS1","J","Very Good",694
1.03,"VS2","F","Ideal",6902
0.31,"IF","G","Ideal",924
0.54,"VVS1","G","Ideal",2236
0.97,"SI2","H","Ideal",3694
0.41,"SI1","D","Ideal",791
0.5,"VS1","J","Ideal",1134
2.01,"SI1","J","Premium",12048
0.34,"VS1","E","Ideal",790
1.2,"SI2","I","Ideal",5373
0.48,"SI1","E","Very Good",1349
0.53,"SI1","E","Good",1282
1.67,"VS2","F","Ideal",17194
1.03,"VS1","D","Ideal",8612
1.5,"SI1","I","Very Good",7722
0.31,"VS1","E","Very Good",610
0.63,"IF","D","Ideal",6607
1.08,"SI2","G","Ideal",4489
0.71,"SI2","G","Premium",1808
0.72,"VVS1","H","Ideal",3708
1.21,"SI1","E","Ideal",8863
0.55,"VVS2","D","Premium",2331
0.3,"VS2","F","Ideal",605
0.34,"VS2","G","Ideal",663
0.41,"VS2","D","Premium",1076
0.74,"SI2","G","Very Good",2277
0.32,"VVS1","G","Ideal",814
1.16,"VS2","E","Very Good",8520
1,"SI1","D","Ideal",5489
1.24,"VS2","I","Very Good",5836
1.54,"SI2","G","Ideal",9359
0.4,"SI1","H","Ideal",705
0.24,"VVS2","E","Very Good",552
1.04,"SI1","D","Good",5708
1.02,"IF","E","Very Good",10029
2.01,"SI1","I","Ideal",12617
0.38,"IF","I","Very Good",988
1.01,"SI2","E","Premium",4118
1.74,"SI1","D","Very Good",16286
0.7,"SI2","I","Good",1699
0.52,"VS2","D","Very Good",1828
0.5,"VS2","E","Ideal",1614
0.34,"SI2","F","Good",447
1.24,"VVS2","F","Very Good",11268
1,"SI2","D","Very Good",4541
1.24,"VVS2","G","Premium",10388
0.4,"VVS1","F","Very Good",1224
0.32,"VS2","G","Ideal",561
1,"SI2","D","Very Good",4704
0.3,"VS1","D","Premium",848
1.01,"VS1","G","Very Good",7021
0.55,"VVS1","D","Very Good",2815
0.4,"SI1","D","Good",720
2,"SI2","E","Good",16206
1.51,"SI1","E","Premium",12738
0.31,"VVS1","H","Premium",907
2.22,"SI2","I","Premium",15184
1,"VS1","F","Fair",5833
0.7,"SI2","E","Very Good",2310
0.68,"VVS2","F","Premium",2854
1.57,"VS2","I","Ideal",10462
0.3,"VS1","G","Ideal",776
0.93,"SI2","F","Premium",3333
0.63,"IF","D","Ideal",3832
0.76,"SI1","H","Ideal",2338
1.5,"SI1","I","Fair",7912
0.35,"VS2","F","Premium",706
2.03,"SI1","H","Ideal",18026
0.28,"IF","H","Ideal",586
1.01,"SI1","G","Very Good",4185
0.38,"VS2","D","Ideal",929
0.45,"VVS1","G","Ideal",1297
0.31,"VS1","J","Premium",523
1.03,"VS2","F","Good",6543
0.41,"SI1","D","Ideal",744
0.55,"VVS2","D","Ideal",2720
0.62,"VS1","E","Very Good",2147
0.3,"VVS2","E","Ideal",786
0.71,"VVS2","E","Very Good",3760
1.31,"SI2","I","Premium",5612
0.33,"SI1","D","Very Good",608
1.32,"SI2","J","Very Good",5513
0.63,"VVS2","F","Ideal",2835
0.32,"VS2","E","Ideal",702
1.11,"SI2","D","Ideal",5501
1.02,"SI1","H","Premium",4037
0.7,"I1","I","Good",1111
1.2,"SI1","F","Very Good",5638
0.54,"SI1","G","Ideal",1404
0.5,"VS1","H","Very Good",1426
1.36,"SI2","E","Good",6397
0.3,"VVS1","I","Good",552
1.01,"SI1","G","Good",4588
1.51,"SI1","H","Ideal",9336
0.6,"SI1","H","Premium",1219
0.91,"SI2","H","Very Good",3408
0.33,"VVS1","G","Premium",868
0.51,"VS2","G","Ideal",1438
0.31,"VS1","F","Ideal",872
0.41,"SI1","I","Good",784
0.3,"IF","F","Ideal",886
0.35,"IF","G","Ideal",1044
0.5,"SI2","E","Very Good",1097
0.9,"SI2","F","Good",3267
0.5,"VS2","F","Premium",1654
0.44,"VVS1","I","Premium",990
0.72,"VS2","I","Ideal",2511
2.02,"SI2","G","Very Good",9853
0.71,"IF","H","Premium",3349
0.32,"IF","G","Ideal",918
1.69,"SI2","E","Very Good",10317
0.32,"SI1","G","Ideal",461
1.56,"SI1","H","Ideal",10739
0.34,"SI1","I","Premium",574
0.41,"VS2","E","Ideal",935
0.32,"VS2","E","Ideal",702
0.73,"VS1","E","Good",3471
0.31,"VS2","D","Premium",636
1.5,"VVS2","J","Very Good",8391
0.35,"VVS2","E","Fair",738
2.33,"VS2","I","Ideal",17504
0.76,"SI1","H","Fair",2193
0.5,"VVS2","F","Premium",2052
1.91,"SI2","G","Ideal",12816
0.31,"VS1","I","Ideal",507
1.09,"SI2","D","Ideal",5267
0.7,"VS2","E","Ideal",2697
0.31,"VVS1","G","Ideal",755
0.9,"VS2","D","Very Good",4521
1.13,"SI1","E","Premium",5179
0.26,"VVS1","E","Very Good",532
0.51,"VS1","F","Ideal",2085
0.8,"VVS2","F","Ideal",4140
0.31,"VVS1","G","Very Good",778
0.76,"VS2","H","Ideal",2692
2.01,"VS1","I","Very Good",16811
0.72,"VS1","F","Very Good",3083
0.5,"VVS2","G","Fair",1659
0.28,"VVS2","E","Very Good",642
0.32,"IF","E","Very Good",1018
0.23,"VVS1","G","Very Good",484
1.21,"VS2","G","Premium",7318
1.62,"VS1","G","Premium",14447
0.48,"VVS1","F","Very Good",1914
0.31,"VS2","D","Ideal",879
0.54,"VS1","G","Ideal",1957
0.31,"VS1","I","Ideal",628
0.72,"SI2","H","Premium",2144
0.33,"SI2","H","Ideal",433
0.32,"VS2","G","Premium",720
0.37,"VS1","D","Ideal",872
0.7,"SI2","D","Premium",2348
1.01,"SI2","D","Good",4588
1,"SI1","F","Very Good",4961
0.3,"VS2","I","Very Good",453
0.9,"SI1","G","Ideal",3931
2.04,"SI2","H","Very Good",15618
1.07,"VS2","G","Premium",6471
0.4,"IF","G","Ideal",1397
1.52,"VS1","G","Premium",13207
0.31,"VVS2","G","Premium",707
1.04,"SI2","E","Ideal",5125
0.51,"VS2","H","Very Good",1251
0.31,"VS1","D","Ideal",683
1.22,"SI1","I","Ideal",5261
0.5,"SI2","G","Good",1009
0.5,"SI2","G","Premium",1000
1.35,"IF","G","Ideal",14616
0.5,"VS1","E","Ideal",1603
0.3,"VVS2","H","Ideal",581
0.9,"VVS2","H","Premium",4432
0.71,"VS2","I","Premium",2127
0.72,"VS2","E","Ideal",3601
1.25,"VS2","J","Premium",5299
0.3,"VVS1","G","Very Good",691
0.32,"SI1","E","Premium",561
1.53,"SI1","H","Premium",8365
1.54,"VS1","I","Ideal",11651
1.32,"VVS1","H","Ideal",9572
0.54,"VVS2","G","Ideal",1985
1,"SI2","E","Very Good",4975
0.56,"VS2","E","Ideal",1882
0.54,"VS2","F","Very Good",1745
0.79,"SI1","E","Ideal",3256
0.8,"VS2","F","Ideal",3369
0.36,"VS1","I","Ideal",729
0.36,"VS1","E","Ideal",828
1.51,"VS1","H","Ideal",11686
0.41,"VS2","G","Premium",1061
1.21,"VS2","H","Ideal",7513
0.3,"VVS2","F","Very Good",730
1.2,"SI1","H","Premium",5746
0.7,"SI1","F","Premium",2415
2,"VS2","G","Fair",18515
0.72,"SI2","D","Ideal",2435
2.15,"SI2","G","Good",13317
1.26,"SI1","G","Ideal",7230
0.71,"VS2","G","Premium",2443
2.08,"SI1","H","Ideal",17469
0.91,"VS1","H","Very Good",4066
0.7,"VS2","E","Ideal",2274
0.71,"VS1","D","Ideal",3406
0.52,"VS2","E","Ideal",1689
1.07,"VVS1","G","Ideal",9703
1.2,"VS2","G","Premium",7661
0.52,"VS1","F","Ideal",1872
0.72,"SI2","I","Very Good",1907
0.7,"SI2","F","Good",2411
0.35,"VVS1","D","Ideal",1330
0.24,"VVS2","F","Very Good",552
0.41,"SI1","H","Premium",876
1.53,"VS2","I","Fair",8996
1.01,"SI1","H","Fair",4191
0.31,"SI2","G","Ideal",391
1,"SI1","F","Premium",5292
1.21,"VVS1","G","Ideal",10483
0.41,"SI1","F","Very Good",755
0.38,"VS1","F","Very Good",1058
0.52,"VS2","D","Very Good",1822
0.75,"SI1","I","Premium",2142
0.55,"SI2","E","Ideal",1221
0.41,"VVS2","I","Very Good",811
2.01,"SI1","I","Ideal",12606
0.51,"VS2","J","Very Good",984
0.3,"SI2","G","Premium",394
1.02,"SI1","D","Very Good",5598
0.52,"SI1","D","Premium",1284
1.01,"SI1","G","Ideal",5430
0.85,"VS1","I","Ideal",3548
0.56,"SI1","D","Very Good",1746
0.31,"VVS2","G","Very Good",617
0.32,"SI2","D","Ideal",612
1.5,"SI1","E","Good",11948
0.33,"VVS2","G","Ideal",761
0.9,"VS1","G","Good",4395
0.32,"SI1","H","Ideal",479
0.31,"VS2","E","Ideal",680
0.55,"VS1","F","Ideal",2079
0.7,"SI1","E","Good",2164
0.31,"VVS1","G","Ideal",772
1.02,"SI2","F","Premium",3686
0.51,"SI1","E","Ideal",1343
0.91,"VS1","F","Very Good",4739
0.7,"VVS1","H","Ideal",2618
0.77,"VS1","F","Good",3393
0.71,"SI1","E","Ideal",2681
1.06,"SI1","F","Premium",4774
0.3,"VS1","H","Ideal",526
0.5,"IF","H","Premium",1846
0.31,"VS2","D","Ideal",626
0.32,"VS2","E","Ideal",702
0.71,"SI2","D","Ideal",2610
0.38,"IF","F","Ideal",1212
0.51,"VS2","E","Ideal",1656
1.51,"VS1","I","Very Good",9704
0.9,"SI1","E","Good",3400
0.31,"VS1","E","Good",600
1.53,"SI1","D","Very Good",11873
1.45,"VS2","J","Very Good",6671
0.3,"SI2","G","Ideal",382
0.42,"SI1","F","Ideal",838
0.56,"VS2","D","Ideal",2066
1.62,"SI1","H","Very Good",10567
0.5,"VS2","E","Ideal",1746
0.31,"SI1","I","Good",377
0.31,"SI2","G","Very Good",523
1,"SI1","I","Good",3850
1.05,"SI2","E","Very Good",4398
0.51,"VS1","G","Ideal",1599
0.7,"VS2","J","Ideal",1843
1.04,"SI1","H","Ideal",5102
0.7,"SI1","H","Good",2029
0.93,"VS1","H","Ideal",4265
0.3,"SI1","E","Good",526
0.56,"VS1","H","Premium",1585
0.31,"SI1","F","Ideal",663
0.3,"VVS2","E","Very Good",840
1.54,"VVS2","H","Ideal",12171
0.24,"VVS2","E","Very Good",552
0.64,"VVS2","G","Ideal",2587
0.36,"VS2","D","Premium",852
0.26,"VS2","F","Ideal",456
2.06,"SI2","E","Premium",14634
1.76,"SI2","D","Premium",13867
0.31,"VVS2","G","Ideal",907
0.23,"VS2","E","Ideal",548
0.41,"SI1","D","Ideal",791
0.31,"VVS1","G","Ideal",1046
1.22,"VS1","J","Ideal",5504
1.01,"VS2","J","Ideal",4617
0.32,"SI1","D","Ideal",756
1.17,"SI2","E","Very Good",5163
1.07,"VVS2","E","Ideal",10043
0.31,"SI1","D","Ideal",571
0.41,"SI2","E","Good",818
1.58,"VS2","E","Ideal",15721
1.01,"SI1","F","Very Good",4989
0.5,"VVS2","G","Premium",1838
2.01,"VS2","G","Premium",17987
0.92,"SI1","F","Premium",4194
0.28,"IF","F","Ideal",825
0.4,"SI2","D","Very Good",855
1.06,"SI1","E","Very Good",5445
1.01,"VS1","G","Very Good",7179
0.4,"SI1","H","Very Good",666
0.36,"VS1","F","Fair",810
1.5,"SI1","H","Very Good",9237
0.9,"SI1","D","Good",4187
0.7,"SI1","E","Good",2696
0.77,"VVS2","H","Ideal",3707
0.31,"VVS1","G","Ideal",789
0.7,"SI1","F","Good",2573
1.16,"VS2","I","Very Good",4869
1.05,"VS2","F","Premium",7025
1.54,"I1","E","Good",6261
1.01,"VS1","I","Good",4016
0.63,"SI1","J","Premium",1181
1.05,"SI1","F","Ideal",5586
1.05,"SI1","H","Very Good",5406
0.3,"VS2","D","Ideal",778
1.07,"SI2","H","Ideal",4899
1.02,"VS2","H","Ideal",5312
0.61,"VS2","F","Ideal",2108
0.7,"VS2","J","Good",1843
4,"I1","I","Very Good",15984
2.05,"SI1","J","Ideal",14037
1.47,"SI2","F","Premium",8314
0.56,"VS1","E","Ideal",2032
0.7,"SI2","F","Ideal",2183
1.04,"SI2","F","Ideal",4486
0.7,"SI2","E","Good",2116
0.52,"SI1","G","Ideal",1413
0.3,"VS2","E","Ideal",658
0.46,"VVS2","G","Very Good",1216
0.3,"VVS1","H","Very Good",684
2.04,"SI2","I","Ideal",10282
1.16,"SI1","G","Fair",4612
0.27,"VVS1","G","Very Good",566
0.74,"SI1","I","Ideal",2327
0.3,"SI1","H","Premium",540
1.6,"IF","G","Ideal",16547
1.52,"SI1","I","Premium",6639
0.35,"VVS1","D","Ideal",1330
0.7,"SI1","E","Very Good",3173
0.54,"VVS2","F","Ideal",2231
0.39,"VS2","I","Very Good",650
1.12,"SI1","I","Ideal",4811
0.58,"VS1","G","Premium",2071
1.5,"SI1","I","Very Good",8081
1.01,"VVS2","G","Premium",7964
1.5,"VVS1","H","Very Good",11688
0.32,"VS2","I","Ideal",485
0.52,"VS1","E","Ideal",1886
0.32,"VVS2","D","Ideal",1008
1.14,"VS1","F","Ideal",8953
0.33,"VS2","D","Premium",1069
0.55,"SI1","D","Very Good",1692
0.7,"VS1","F","Very Good",2889
1.01,"SI2","F","Very Good",3709
1.51,"I1","I","Fair",5074
0.31,"VVS1","E","Ideal",903
0.42,"VS1","D","Ideal",1179
0.73,"SI1","D","Ideal",2947
0.53,"VVS1","G","Ideal",2015
0.9,"VS1","H","Good",4072
0.7,"SI1","E","Very Good",2496
0.7,"SI2","F","Premium",2107
0.71,"SI1","J","Ideal",1940
0.4,"SI1","G","Premium",900
0.53,"SI2","E","Premium",1227
0.52,"SI1","D","Ideal",1429
2.43,"SI2","I","Ideal",17856
1,"VVS2","I","Good",4032
0.73,"VS1","G","Ideal",3273
0.72,"VS2","F","Very Good",2724
0.32,"VVS1","E","Ideal",954
1.06,"SI1","I","Ideal",4313
0.31,"VVS2","G","Ideal",647
0.44,"SI1","G","Premium",772
0.77,"VVS2","G","Premium",3299
4.5,"I1","J","Fair",18531
0.3,"VVS1","F","Very Good",783
0.31,"IF","G","Premium",924
0.3,"SI1","E","Premium",675
0.32,"IF","E","Premium",967
0.7,"VS2","F","Premium",2459
0.7,"SI1","H","Good",1865
1,"VS2","F","Premium",5864
0.32,"VS2","G","Premium",561
0.29,"VVS2","E","Good",633
0.71,"SI1","I","Ideal",2255
0.57,"VS1","G","Ideal",1949
1.05,"SI1","H","Ideal",6255
1.5,"SI1","F","Premium",11588
0.35,"SI1","H","Very Good",504
0.31,"IF","H","Premium",739
2.1,"SI1","H","Good",12121
1.14,"SI1","H","Premium",4948
0.7,"SI2","H","Premium",1942
0.31,"VS2","E","Premium",680
0.44,"SI1","E","Very Good",970
0.71,"VS1","E","Very Good",3059
0.9,"SI2","G","Very Good",3842
0.3,"SI2","D","Premium",574
0.36,"VS2","I","Premium",648
0.59,"VS2","F","Good",1643
1.5,"SI1","E","Good",10868
0.71,"SI1","F","Premium",2381
0.71,"SI1","I","Very Good",1926
0.3,"VVS1","G","Ideal",764
1.71,"SI1","H","Ideal",13477
1,"SI2","F","Premium",4155
1.51,"VS2","G","Ideal",12626
0.43,"SI1","D","Premium",830
1.26,"VS1","G","Ideal",9243
0.9,"SI2","D","Fair",2885
2.01,"SI1","J","Very Good",12392
0.56,"IF","D","Ideal",4216
1.21,"SI2","F","Good",4669
0.7,"SI2","E","Very Good",2263
0.3,"VS1","I","Good",473
0.41,"VS1","E","Ideal",1079
2.11,"VS2","J","Ideal",14638
0.3,"VS2","D","Premium",911
0.3,"SI1","I","Very Good",506
1.01,"VS2","E","Premium",6606
1.1,"I1","E","Ideal",3872
0.46,"VS1","E","Very Good",1417
1.23,"VS2","F","Premium",8486
0.33,"SI1","E","Ideal",743
1,"SI1","H","Fair",4665
1.01,"SI2","F","Very Good",4332
0.52,"VS1","F","Ideal",1767
0.31,"SI1","G","Very Good",593
1.1,"SI1","H","Premium",4916
1.52,"I1","G","Premium",3820
0.65,"VVS2","F","Ideal",2921
1.13,"SI2","G","Premium",4518
0.42,"IF","G","Ideal",1400
0.51,"VVS2","E","Ideal",2211
1.01,"VS2","G","Very Good",5919
0.43,"VVS1","D","Ideal",1754
0.7,"VVS2","G","Ideal",2993
1.01,"SI2","D","Premium",4338
0.4,"VS2","D","Very Good",850
0.9,"VS2","I","Premium",3431
0.51,"SI1","D","Ideal",1569
0.57,"SI2","E","Premium",1058
0.72,"VS2","I","Very Good",2393
0.54,"VS1","G","Ideal",1754
0.52,"VS2","F","Ideal",1620
1.01,"SI1","H","Ideal",5387
0.3,"SI1","I","Premium",506
1.13,"SI2","D","Good",4406
0.81,"SI2","E","Very Good",3059
1.2,"SI2","H","Premium",5376
0.3,"VVS1","G","Premium",737
0.5,"SI2","E","Very Good",1235
2,"SI2","G","Good",11041
1.7,"VS2","G","Premium",15568
1.56,"SI1","F","Ideal",11047
0.51,"VVS2","F","Ideal",2093
0.71,"VS1","I","Fair",2104
0.77,"SI1","F","Ideal",3108
0.33,"VVS1","G","Ideal",868
0.3,"SI1","H","Premium",421
1.51,"SI1","F","Very Good",11560
0.31,"VS2","E","Ideal",680
1.28,"IF","G","Ideal",11401
0.91,"SI2","G","Very Good",3387
0.41,"VS1","E","Premium",964
0.3,"VS2","D","Ideal",911
0.71,"VS2","I","Ideal",2681
0.71,"SI1","D","Premium",2863
0.43,"VVS1","G","Premium",1207
1.51,"VS2","G","Premium",12696
1.51,"SI1","F","Ideal",12152
1.03,"SI2","G","Very Good",4315
0.54,"VS1","G","Ideal",1684
0.41,"VS2","H","Ideal",1163
1,"SI1","H","Premium",3915
0.51,"VVS2","F","Fair",4368
0.45,"VS2","E","Fair",980
1.25,"VS2","H","Premium",7378
0.71,"VS2","G","Ideal",2587
0.38,"I1","F","Ideal",497
1.61,"VS1","H","Premium",12242
1.52,"SI2","H","Premium",7764
0.7,"VS2","H","Ideal",2429
0.31,"VVS2","F","Very Good",754
0.37,"SI1","F","Premium",791
0.71,"VS1","D","Ideal",3576
0.31,"VS2","G","Ideal",511
0.4,"VS1","G","Very Good",1005
0.77,"SI2","G","Good",2550
2,"SI1","J","Ideal",12433
0.33,"VVS1","E","Premium",984
1.39,"IF","G","Ideal",13061
0.54,"VS1","G","Very Good",1563
1.3,"SI2","D","Good",6327
1.01,"VVS2","F","Very Good",8922
0.62,"VS2","D","Very Good",2311
0.3,"SI2","G","Ideal",422
0.23,"VVS1","E","Good",462
1.18,"SI1","D","Ideal",7216
0.42,"VVS2","F","Very Good",1131
1.4,"SI2","H","Ideal",7213
1.75,"VS1","G","Premium",17191
0.31,"VVS1","F","Very Good",808
0.34,"SI1","D","Very Good",626
0.71,"VVS2","I","Very Good",2586
2.09,"SI2","G","Premium",14024
1.16,"SI2","H","Ideal",5388
0.3,"VVS2","H","Ideal",577
0.7,"VS2","J","Fair",1896
0.34,"VVS1","D","Ideal",1211
1.21,"SI1","E","Ideal",6887
0.71,"VS2","D","Ideal",3372
1.52,"VS2","F","Good",12283
0.33,"VS2","E","Ideal",723
1.51,"SI2","H","Very Good",8372
1.31,"VS1","E","Ideal",10711
0.7,"SI2","H","Very Good",1995
1.01,"SI2","E","Ideal",4787
0.81,"VS2","E","Ideal",3601
1.77,"SI1","G","Very Good",11796
1.02,"SI1","J","Premium",3856
0.94,"SI2","I","Good",3079
1.32,"VS2","G","Ideal",8728
1.01,"SI1","F","Good",4899
0.8,"VS2","E","Ideal",4126
0.32,"I1","E","Ideal",490
1.24,"SI1","J","Ideal",4875
0.3,"VS2","D","Premium",851
0.9,"VVS2","G","Very Good",5640
1.01,"SI2","F","Premium",4197
0.41,"SI1","D","Premium",947
0.7,"SI1","I","Ideal",2110
0.71,"VS2","D","Very Good",2745
0.5,"VVS2","F","Ideal",2283
2.68,"I1","I","Very Good",9665
1.16,"SI2","G","Good",3644
1.09,"SI2","E","Very Good",5035
0.9,"SI1","G","Ideal",3780
0.51,"VS2","D","Ideal",1787
0.41,"VVS2","E","Ideal",1187
0.33,"SI1","F","Premium",550
1.5,"SI1","H","Ideal",7627
0.4,"VS1","E","Ideal",1125
1.04,"SI2","G","Very Good",4703
1.08,"SI2","J","Very Good",4152
0.42,"VS1","F","Ideal",1031
0.61,"VS1","G","Ideal",2182
0.58,"SI1","E","Good",1336
0.51,"SI1","F","Premium",1421
0.39,"VS1","G","Premium",855
2.28,"SI1","J","Good",14220
0.32,"SI2","G","Ideal",407
0.35,"SI1","G","Premium",669
0.33,"VS2","E","Ideal",723
0.34,"VVS1","D","Ideal",1211
1.5,"SI1","I","Good",8736
2.01,"SI2","G","Very Good",12271
0.99,"SI1","J","Very Good",4002
0.42,"VS1","F","Very Good",910
0.52,"VS2","G","Ideal",1737
0.82,"VS1","I","Ideal",3071
0.31,"SI2","G","Very Good",433
0.4,"VVS2","H","Ideal",1125
0.33,"IF","H","Very Good",787
1.5,"SI2","F","Good",7291
0.5,"VVS2","G","Good",1666
1.01,"SI2","F","Fair",3477
0.41,"VS1","E","Ideal",1004
0.33,"IF","F","Ideal",957
0.46,"IF","I","Ideal",1192
1.07,"SI1","J","Ideal",4422
1,"VVS2","D","Premium",9660
1.34,"VS2","H","Ideal",8771
0.7,"VVS2","D","Good",3312
0.36,"SI2","D","Premium",643
0.81,"VS1","J","Ideal",2626
1.06,"SI2","I","Ideal",3975
0.52,"SI1","D","Very Good",1408
0.72,"SI2","I","Very Good",1814
0.71,"VS1","I","Good",2161
0.31,"IF","G","Ideal",871
2.22,"VS1","J","Ideal",16689
0.31,"SI1","G","Premium",462
0.71,"VVS1","G","Ideal",3210
0.4,"SI2","D","Ideal",622
1.54,"VS1","I","Premium",10349
1.01,"SI1","I","Very Good",3676
0.3,"VVS2","F","Premium",737
1.21,"SI2","I","Very Good",4929
0.51,"SI2","H","Ideal",1435
1.31,"VS2","I","Ideal",6338
1.64,"SI1","E","Premium",12896
2.02,"SI1","J","Premium",12431
1.02,"SI1","E","Very Good",4813
0.71,"SI1","E","Very Good",3122
0.72,"VS2","I","Ideal",2347
1.01,"SI2","E","Ideal",4832
0.59,"VVS2","E","Ideal",2515
0.53,"VVS1","D","Very Good",3307
0.34,"VVS1","I","Ideal",803
0.4,"SI1","F","Premium",737
1.01,"SI2","D","Premium",4694
1.08,"VS1","E","Ideal",8674
0.55,"SI1","E","Premium",1698
1.2,"SI1","E","Ideal",7074
0.51,"VS2","G","Ideal",1557
0.52,"VS1","E","Very Good",1822
1.64,"SI2","J","Very Good",7579
0.34,"IF","G","Ideal",974
0.72,"SI1","D","Ideal",3722
0.71,"VS2","F","Very Good",2662
0.54,"SI1","E","Ideal",1422
0.3,"VVS2","G","Very Good",684
1.52,"SI1","E","Premium",10180
0.51,"VS1","F","Very Good",1722
0.42,"VVS1","H","Ideal",1052
0.52,"VVS2","G","Premium",1835
0.33,"VS1","E","Premium",781
0.42,"SI1","D","Ideal",1040
0.36,"VS2","E","Premium",1013
0.75,"VS2","E","Good",2717
1.01,"SI1","F","Very Good",4846
0.98,"SI2","H","Very Good",3731
1.23,"SI2","H","Ideal",6199
0.75,"SI1","E","Good",2674
0.29,"VS2","G","Very Good",471
0.51,"VS2","G","Ideal",1438
0.33,"VVS1","G","Ideal",858
0.57,"VS2","E","Premium",1763
1.02,"VS2","F","Premium",6220
2.01,"SI2","F","Ideal",18183
0.34,"VVS1","E","Very Good",1014
0.72,"SI1","E","Ideal",3012
0.32,"IF","H","Ideal",814
0.71,"VVS1","I","Good",2572
1.34,"VS2","H","Ideal",6078
1.01,"SI1","G","Premium",4805
0.52,"VVS2","G","Ideal",1858
0.53,"VS2","G","Ideal",1769
1.03,"SI2","D","Ideal",4764
1.22,"SI1","H","Premium",6620
0.4,"VS2","J","Good",765
1.01,"VS1","G","Ideal",5294
0.5,"VVS2","E","Ideal",2165
1.22,"VS2","I","Premium",5832
1.03,"SI1","G","Premium",5581
0.51,"VS2","I","Ideal",1268
0.28,"IF","F","Very Good",612
0.42,"IF","G","Ideal",1310
0.71,"VS1","F","Premium",2839
0.32,"VS2","D","Ideal",972
0.35,"VS2","D","Ideal",829
1.53,"I1","H","Good",6361
1.2,"VS1","G","Very Good",8577
1.06,"SI2","I","Premium",2968
0.7,"SI2","E","Ideal",2283
0.3,"SI1","H","Very Good",421
0.33,"VS2","H","Ideal",668
0.57,"VS1","F","Premium",1689
1.12,"SI2","H","Premium",4704
0.31,"IF","F","Very Good",914
1.02,"VS2","G","Ideal",6499
0.51,"VS1","E","Very Good",1970
0.32,"VS2","D","Ideal",758
1.13,"VS2","G","Ideal",7159
1.18,"SI1","H","Premium",4746
1.2,"VS1","G","Ideal",8545
0.93,"VS2","H","Premium",3937
0.53,"VS2","F","Premium",1753
1.06,"VS2","H","Premium",5152
0.7,"I1","G","Fair",956
0.41,"VVS2","F","Ideal",1192
1.01,"SI1","E","Good",5379
0.5,"SI1","D","Very Good",1415
0.54,"VS2","G","Ideal",1422
0.92,"VS1","H","Very Good",4721
1.21,"VS1","G","Ideal",8774
1.55,"VS2","G","Ideal",13912
1,"VS2","F","Good",5929
0.53,"SI1","H","Ideal",1205
0.4,"SI1","E","Premium",882
0.3,"VVS2","G","Very Good",684
0.34,"SI1","D","Premium",750
1.04,"SI1","J","Ideal",3931
0.43,"I1","H","Premium",581
0.43,"VS1","J","Ideal",679
0.91,"VS1","G","Ideal",4775
0.7,"VVS1","H","Ideal",2541
0.9,"VS2","J","Good",3423
0.32,"VS2","D","Ideal",758
1.02,"VS1","E","Very Good",7779
1.14,"VVS2","E","Ideal",10703
0.5,"VS2","E","Ideal",1559
0.34,"VS1","J","Premium",574
1.01,"SI2","F","Very Good",4119
0.35,"VS1","H","Premium",614
1.2,"VS1","G","Premium",8596
0.31,"VS1","D","Ideal",766
0.5,"VVS2","H","Ideal",1608
1.52,"VS1","E","Good",15792
0.91,"SI2","D","Premium",3511
0.5,"VS2","E","Very Good",1623
0.3,"VVS2","G","Ideal",665
1.14,"IF","D","Good",17499
0.35,"VS2","F","Ideal",906
1.06,"VS2","J","Very Good",4413
0.51,"VVS2","G","Ideal",1974
0.43,"VVS1","G","Ideal",1118
1.26,"SI2","G","Ideal",6046
1.29,"I1","I","Good",3098
1.14,"SI1","G","Premium",5548
0.54,"VS2","E","Premium",1754
1.1,"SI2","F","Good",4244
1.74,"SI1","H","Ideal",12605
0.47,"VS2","H","Ideal",1136
1.02,"SI1","G","Premium",4633
0.6,"SI2","I","Ideal",1009
0.71,"SI1","I","Very Good",1883
0.41,"SI1","E","Ideal",824
